Project:,Great Smoky Mountains Postcards Supplement,Lead:,Anne Bridges,Metadata creator:,TBD,Date:,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scan_note,local_note,adminDB object identifer,adminDB file identifier (side 1),adminDB file identifier (side 2),identifier_local,title,abstract,abstract 2,date_text,collection,collection_identifier,shelf_locator,extent,form,language,name,name_role,name 2,name_role 2,name 3,name_role 3,publisher,place_of_origin,subject_geographic_lc,subject_geographic_lc 2,subject_geographic_lc 3,subject_geographic_lc 4,subject_geographic_dots,subject_geographic_dots 2,subject_geographic_dots 3,subject_geographic_dots 4,subject_geographic_dots 5,subject_name,subject_name 2,subject_topical_lc,subject_topical_lc 2,subject_topical_lc 3,subject_topical_lc 4,subject_topical_dots,subject_topical_dots 2,subject_topical_dots 3,subject_topical_dots 4,project_title,repository,rights,public_note
,,,0012_003786_000375_0001,0012_003786_000375_0002,,"Pigeon River Court Pigeon Forge, Tennessee ""Foothills of the Great Smoky Mountains National Park""",Unused postcard,"This modern air conditioned motor court with TV in rooms, is 400 feet off highway with private swimming pool in a peaceful riverside setting. A place to relax and enjoy the scenic beauty of the mountains. Ample parking space, drive-in theater and recommended restaurants nearby. On U.S. 441. Phone 453-3557, Sevierville, Tenn. Mr. & Mrs. James Maples Owners and Operators",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Harold Davis,Creator,,,,,Harold Davis,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000376_0001,0012_003786_000376_0002,,"Marshall's Modern Tourist Court U. S. 441 Pigeon Forge, Tennessee",Unused postcard,"In the Foothills of the Great Smokies, 6 miles north of Gatlinburg. Some cottages with kitchenettes. Convenient to super market. Fine restaurants nearby. Washerette two blocks away. Clean and comfortable. Ideal for family groups. Mr. and Mrs. Alber Walker Owners-Operators Phone 453-5065",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000377_0001,0012_003786_000377_0002,,"Norma Dan Motel Pigeon Forge, Tennessee",Unused postcard,"Located on U.S. 441. 5 miles north of the Smokies. 20 modern units. 100% air conditioned. Electric heat. T.V. Private swimming pool. Combination tub and shower tile baths. Restaurant nearby. Convenient to Gatlinburg golf course and country club and the rebel railroad. Norma Jean and Dan B. Conner Owners-Operators Phone 453-2403 Sevierville, Tennessee",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gene Aiken,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000378_0001,0012_003786_000378_0002,,"""In the Great Smokies"" McAfee's Court U. S. 441 - Tenn. 71 One of the South's Finest Pigeon Forge, Tennessee","Handwritten note sent June 15, 1956 to D. L. O[illegible] in Germantown, Ohio for postage of 2 cents. ","New 32 unit court. 100% air-conditioned. Free radios. Television on lawn. Kitchenettes available. Electric heat. Badminton, shuffleboard, croquet, horseback riding, huided tours. Private swimming and wading pools. Phone 3490 - Sevierville, Tenn. Mr. & Mrs. James McAfee, Owners & Operators.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Dexter Press, Inc.",Creator,,,,,"Dexter Press, Inc.",West Nyack (N. Y.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000379_0001,0012_003786_000379_0002,,"Colonial House Motel & Restaurant 224 S. Parkway Pigeon Forge, Tennessee 37863",Unused postcard,Elevator - large modern rooms - river views - air conditioned - color TV - swimming pool - family style dining - 10 min. to Gatlinburg. Phone - Motel - 615-453-0717 Phone - Restaurant - 615-453-1637,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Advertising,Creator,,,,,Cline Advertising,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000380_0001,0012_003786_000380_0002,,The Forge Motel ,Unused postcard,"Located 5 miles north of main entrance to Great Smokies National Park on U.S. 441, Pigeon Forge, Tennessee. Family units - kitchen - picnic and playground facilities - air conditioning - near good restaurants. Your hosts: Bobby and Veryle Helton Telephone Sevierville 453-3429",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000381_0001,0012_003786_000381_0002,,"Bunting's Apple Tree Inn Pigeon Forge, Tennessee",Unused postcard,"In the foothills of the Great Smoky Mountains National Park, just six miles from Gatlinburg, Tennessee. Visit the Apple Tree Patio for outdoor dining, with an excellent view of the mountains from all sides. Superb food, featuring fresh vegetables from our farm, genuine country ham, and our own famous warm fresh apple pie baked daily. Ample parking space. Located on U.S. 441. Phone 453-4961 Sevierville, Tenn. Mildred & Dick Bunting Owners-Operators",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gene Aiken,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,Restaurants,,,Tourism,Restaurants and stores,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000382_0001,0012_003786_000382_0002,,"Wayne's Motel Route U. S. 441, State 71 Pigeon Forge, Tennessee","Handwritten note sent to Floyd W. Rohrbaugh in Brodbecks, Pennsylvania for postage of 2 cents.","21 new modern units with tile baths, tub and shower combination. Air conditioned and air cooled. Electric heat. Kitchenettes. In the heart of the attractions at Pigeon Forge, Tenn. at the foot of the Great Smoky Mountains. Phone Sevierville, Tenn. 2640 P. O. Pigeon Forge, Tenn. Mr. and Mrs. Wayne Ogle, Owners-Mgrs.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Not Listed,,,,,,Not Listed,Not Listed,Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000383_0001,0012_003786_000383_0002,,McAfee's Court,Unused postcard,"At the entrance to the Great Smokies..... centrally located and air-conditioned. 25 units of the most modern motel accommodations. Located on U. S. Highway 441 and Tenn. 71. Phone Sevierville 3490 Pigeon Forge, Tennessee",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,The Mountain Press,Creator,,,,,The Mountain Press,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000384_0001,0012_003786_000384_0002,,Pigeon River Court,Unused postcard,"At Pigeon Forge in the Great Smokies, near Gatlinburg, Tenn. A modern motel on U. S. 441 and Tenn. 71, near restaurants. A quiet place to relax on a cool mountain stream. Clean electric heat. Phone Sevierville 3557. Mr. & Mrs. J. F. Carr, Jr., Owners",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,The Mountains Press,Creator,,,,,The Mountain Press,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,Little Pigeon River,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000385_0001,0012_003786_000385_0002,,Red's Motel - U.S. 441 - Tenn. 71 - Pigeon Forge. Tennessee,Unused postcard,"11 Grade A units new - tile baths Phone Sevierville 2364 wire or write Pigeon Forge, Tennessee",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"National Press, Inc.",Creator,,,,,"National Press, Inc.",Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000386_0001,0012_003786_000386_0002,,Riverside Travel Trailer Park We Accommodate All Types of Campers,Unused postcard,"We are located on the south end of Pigeon Forge, Tennessee, U.S. 441. Only 5 minutes from Gatlinburg and 8 minutes from the Great Smoky Mountain Park Headquarters. Easy access to the park using the Gatlinburg By-Pass when you stay at the Riveredge. Hot and cold showers - picnic tables - large heated swimming pool - laundry facilities - complete hookups and dumping station and pull through sites. Grocery store and restaurant within walking distance. Open all year. Call or write: Riveredge Travel Trailer Park, Huskey Lane, Pigeon Forge, Tennessee 37863. Phone (615) 453-5813 - Ronald Huskey - Owner",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,"Vic Weals, Jr.",Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000387_0001,0012_003786_000387_0002,,"The Pigeon River Water Mill at Pigeon Forge, Tennessee (GS-186)",Unused postcard,"Near the Great Smoky Mountains National Park. This old mill, built in 1830, is located on the Little Pigeon River and is still in operation today.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000388_0001,0012_003786_000388_0002,,"The Old Mill at Pigeon Forge, Tennessee (GS-47)",Unused postcard,Near the Great Smoky Mountains National Park. This old mill is located on the Little Pigeon River and is still in operation today. In the distance may be seen Mt. LeConte one of the major peaks of the Great Smoky Mountains.,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),"Le Conte, Mount (Tenn.)",,Pigeon Forge,Mount Le Conte,Little Pigeon River,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000389_0001,0012_003786_000389_0002,,"The Old Mill at Pigeon Forge, Tennessee (K-192)",Unused postcard,"This picturesque Water Mill is located at Pigeon Forge, Tenn. on Little Pigeon River, near the Great Smoky Mountains National Park. This old mill was built in 1830 and is still in operation and features water-ground meal.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),"Le Conte, Mount (Tenn.)",,Pigeon Forge,Mount Le Conte,Little Pigeon River,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000390_0001,0012_003786_000390_0002,,"The Pigeon Forge Pottery Pigeon Forge, Tennessee 6 Miles North of Gatlinburg",Unused postcard,"Pottery making has two beauties, the beauty of the finished product and the beauty of the processes in the making. The hands of the potter must have delicate strength. Douglas Ferguson is shown at the potter's wheel.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gene Aiken,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,Crafts (Handicrafts),,,Tourism,Handicrafts,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000391_0001,0012_003786_000391_0002,,"The Pigeon Forge Pottery Pigeon Forge, Tennessee 6 Miles North of Gatlinburg","Handwritten note sent October 14, 1969 to E. Lee Goldsborough in Narberth, Pennsylvania for postage of 5 cents. ","Visitors from every state stop in to ""See it made"" at the famous rustic pottery shop in the picturesque valley.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,Crafts (Handicrafts),,,Tourism,Handicrafts,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000392_0001,0012_003786_000392_0002,,"The Pigeon Forge Pottery Pigeon Forge, Tennessee 6 Miles North of Gatlinburg",Unused postcard,"Visitors from every state stop in to ""See it made"" at the famous rustic pottery shop in the picturesque valley",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Pigeon Forge (Tenn.),,,Pigeon Forge,,,,,,,Tourism,Crafts (Handicrafts),,,Tourism,Handicrafts,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000393_0001,0012_003786_000393_0002,,"Entertainment at the Lady Gay Saloon, Goldrush Junction",Unused postcard,"Near Gatlinburg, Tennessee. One of the many features of Goldrush Junction is the Lady Gay; here the Goldrush Band performs and the Can Can Girls are seen.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),"Pigeon Forge (Tenn,)",,Gatlinburg,Pigeon Forge,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000394_0001,0012_003786_000394_0002,,"Goldrush JCT., Pigeon Forge, Tennessee",Unused postcard,"The Goldrush Pigeon Forge, Gatlinburg & Western Railroad approaches entrance building. Visitors enter here for adventure and the beautiful scenery of the Great Smoky Mountains.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gene Aiken,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),"Pigeon Forge (Tenn,)",,Gatlinburg,Pigeon Forge,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
